,Time,Country,"Core CPI,not seas.adj,,,","Core CPI / CPI, not seas. adj.","CPI Price, seas. adj.,,,",CPI seasonal / CPI not seasonal,"CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","Core CPI / CPI, seas. adj.",Core CPI Seasonal / Core CPI Not Seasonal,"CPI Price,not seas.adj,,,","GDP,current US$,millions,seas. adj.,","Stock Markets, US$, Billions","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,",Industrial Production % of GDP,"Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Export-Import Ratio, seas. adj.","Import-Export Ratio, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,, (USD to EURO)","Retail Sales Volume,Index,,,",GDP to Unemployment Rate Correlaton,Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
205,1991 [1991],India,,,27.16960067,0.9976547967235826,13.8675922,,,,27.23346869,,17.10401969,,147443000000,,142722000000,20532.75606,20488,402.7669993,,,401.23,22.69400198,22.69400198,,,,9.969971078183194
206,1991 [1991],Italy,,,59.96054891,0.998500170221655,6.30202276,,,,60.05061461,1006285.343,,,483284000000,0.4802653674346521,540023000000,,,,,,169602,1239.53527,0.793838484,,,,
207,1991 [1991],Japan,97.56629742,1.0004321270989447,97.22820971,0.9969654196824964,3.250968995,,,,97.52415459,3590619.168,154.319189,2.099017901,1765090000000,0.4915837401333674,1933490000000,237740.354,237321.2993,315747,-0.0217251238157485,0.0217251238157485,315224,134.5139626,134.5139626,68.37968834,1.0188680271578483,2.1770795146931716,383.7106712217522
208,1991 [1991],United Kingdom,,,67.99159309,0.9948464203487716,7.508532844,,,,68.34380835,1247250.648,46.87576444,8.825,444160000000,0.3561112601642841,471516000000,,,103950.8554,,,103939,0.566691958,0.566691958,,0.08417899870071721,,50.46497367360148
209,1991 [1991],United States,64.56945618,1.027328770797849,62.60881826,0.9961341493235988,4.215830091,64.41315065,1.0288191414587484,0.9975792651936812,62.85179391,6158100,27.97503651,6.85,2001920000000,0.325087,2007990000000,488728.8845,488453.1,421922.9,0.0108484734739611,-0.0108484734739611,421730,1,1,,0.5354524338059247,,53.6394523717206
210,1991Q1 [1991Q1],Brazil,,,,,,,,,,,,,,,,4794.944138,4330,8466.453157,,,7812,,,,,,
211,1991Q1 [1991Q1],Canada,,,,,,,,,,150059.6844,,,,,,29649.7,34685,30931.5,-0.0085419345317508,0.0085419345317508,30.78141789,,,,,,
212,1991Q1 [1991Q1],China,,,,,,,,,,,,,,,,14769.863,11102.19675,17142.59711,,,13390,,,,,,
213,1991Q1 [1991Q1],France,,,,,,,,,,365600.045,,,,,,61041,61475,79230.66951,-0.0497529192317249,0.0497529192317249,76898.12876,,,,,,
214,1991Q1 [1991Q1],Germany,,,,,,,,,,529221.7542,,,,,,112410.5093,110551.4741,110007.5032,0.0045406411980031,-0.0045406411980031,108143,,,,,,
215,1991Q1 [1991Q1],India,,,,,,,,,,,,,,,,6248.625265,6126,85.72795163,,,93.41,,,,,,
216,1991Q1 [1991Q1],Italy,,,,,,,,,,268373.8141,,,,,,39076.13906,39716.32918,28128.68744,0.0407918024965014,-0.0407918024965014,43429,,,,,,
217,1991Q1 [1991Q1],Japan,,,,,,,,,,884427.6825,,,,,,63052.18058,61668.08569,78073,-0.016983660413637,0.016983660413637,75961,,,,,,
218,1991Q1 [1991Q1],United Kingdom,,,,,,,,,,329913.5208,,,,,,101394.582,51284,23910.79576,0.2348608994627176,-0.2348608994627176,23924,,,,,,
219,1991Q1 [1991Q1],United States,,,,,,,,,,1508800,,,,,,121560.5361,115927.9,102338.9,0.0127396845837751,-0.0127396845837751,102759.5,,,,,,
220,1991Q2 [1991Q2],Brazil,,,,,,,,,,,,,,,,5041.511538,5034,8587.810103,,,8747,,,,,,
221,1991Q2 [1991Q2],Canada,,,,,,,,,,152621.8501,,,,,,44.3106041,34341,31869,-0.2085198769052269,0.2085198769052269,34.22650575,,,,,,
222,1991Q2 [1991Q2],China,,,,,,,,,,,,,,,,15701.39826,15612.95779,17239.67331,,,17070,,,,,,
223,1991Q2 [1991Q2],France,,,,,,,,,,328603.4095,,,,,,75.66501089,54018,61106.75636,-0.1857287221759943,0.1857287221759943,62308.32518,,,,,,
224,1991Q2 [1991Q2],Germany,,,,,,,,,,477358.693,,,,,,101510.2135,101045.2888,93429.87729,0.0169271793485491,-0.0169271793485491,93507,,,,,,
225,1991Q2 [1991Q2],India,,,,,,,,,,,,,,,,4878.673634,4839,87.43062758,,,83.75,,,,,,
226,1991Q2 [1991Q2],Italy,,,,,,,,,,235948.4062,,,,,,114.3733209,117.4866997,32011.77297,-0.1351880275981283,0.1351880275981283,41974,,,,,,
227,1991Q2 [1991Q2],Japan,,,,,,,,,,870253.5547,,,,,,56548.91415,56190.71044,75023,-0.0212283945871022,0.0212283945871022,73889,,,,,,
228,1991Q2 [1991Q2],United Kingdom,,,,,,,,,,299652.5587,,,,,,235.2512488,50167,26240.56452,-0.086784886416523,0.086784886416523,26343,,,,,,
229,1991Q2 [1991Q2],United States,,,,,,,,,,1531700,,,,,,119213.1265,119157.2,105338.5,0.0090583185349611,-0.0090583185349611,107640.4,,,,,,
230,1991Q3 [1991Q3],Brazil,,,,,,,,,,,,,,,,5476.099121,5614,7115.97079,,,7436,,,,,,
231,1991Q3 [1991Q3],Canada,,,,,,,,,,154033.7856,,,,,,43.18151842,34175,32970.4,-0.2137662094930685,0.2137662094930685,31.92790436,,,,,,
232,1991Q3 [1991Q3],China,,,,,,,,,,,,,,,,16524.07877,16428.75502,18789.82528,,,19090,,,,,,
233,1991Q3 [1991Q3],France,,,,,,,,,,329193.0632,,,,,,92.32029348,50472,59610.7561,-0.1808010023903808,0.1808010023903808,57112.14961,,,,,,
234,1991Q3 [1991Q3],Germany,,,,,,,,,,475877.3052,,,,,,99489.93828,97204.73655,96684.8648,0.0058945308997685,-0.0058945308997685,93930,,,,,,
235,1991Q3 [1991Q3],India,,,,,,,,,,,,,,,,4418.907408,4441,111.778582,,,109.52,,,,,,
236,1991Q3 [1991Q3],Italy,,,,,,,,,,239230.8715,,,,,,130.2293986,129.2299377,28085.67741,-0.1168555205108635,0.1168555205108635,37384,,,,,,
237,1991Q3 [1991Q3],Japan,,,,,,,,,,886740.5067,,,,,,56704.17253,57507.02813,78503,-0.0245830965263154,0.0245830965263154,79642,,,,,,
238,1991Q3 [1991Q3],United Kingdom,,,,,,,,,,298454.5757,,,,,,248.1893604,49602,26797.36483,-0.0889554981937574,0.0889554981937574,25237,,,,,,
239,1991Q3 [1991Q3],United States,,,,,,,,,,1551500,,,,,,122190.784,123922.1,104885.4,0.0111539697067354,-0.0111539697067354,101467.9,,,,,,
240,1991Q4 [1991Q4],Brazil,,,,,,,,,,,,,,,,5674.697148,6063,7529.671732,,,7628,,,,,,
241,1991Q4 [1991Q4],Canada,,,,,,,,,,155609.1767,,,,,,40.13048635,34944,32777.1,-0.2103794275370007,0.2103794275370007,34.28659685,,,,,,
242,1991Q4 [1991Q4],China,,,,,,,,,,,,,,,,16320.39077,20510.75169,18479.83006,,,22420,,,,,,
243,1991Q4 [1991Q4],France,,,,,,,,,,355345.4557,,,,,,109.9784531,58276,69983.14141,-0.1966344632697099,0.1966344632697099,73088.95233,,,,,,
244,1991Q4 [1991Q4],Germany,,,,,,,,,,526213.1398,,,,,,102324.674,106932.4789,103124.1831,-0.0015193636181412,0.0015193636181412,107296,,,,,,
245,1991Q4 [1991Q4],India,,,,,,,,,,,,,,,,4986.549752,5082,117.8298381,,,114.55,,,,,,
246,1991Q4 [1991Q4],Italy,,,,,,,,,,262732.2508,,,,,,114.3643669,113.0879163,30584.33127,-0.1159734551442437,0.1159734551442437,46815,,,,,,
247,1991Q4 [1991Q4],Japan,,,,,,,,,,949197.4242,,,,,,61435.08671,61955.475,84148,-0.0239285450117427,0.0239285450117427,85732,,,,,,
248,1991Q4 [1991Q4],United Kingdom,,,,,,,,,,319229.9933,,,,,,196.4664162,51368,27002.13029,-0.0839697535833015,0.0839697535833015,28435,,,,,,
249,1991Q4 [1991Q4],United States,,,,,,,,,,1566100,,,,,,125764.438,129445.9,109360.1,0.0104746427431198,-0.0104746427431198,109862.2,,,,,,
250,1992 [1992],Brazil,0.050704182,0.98868113911476,0.052050735,1.0149375838774108,948.8091423,,,,0.051284666,,,,302697000000,,333381000000,20528.8016,20554,35746.43528,,,35793,0.001787298,0.001787298,,,,
251,1992 [1992],Canada,76.27688172,1.0451748911326444,72.52446747,0.9937578815906826,1.486772109,75.93666369,1.0470488972761016,0.9955396966639396,72.98001738,594603.8772,25.24417021,11.21666667,160927000000,0.2706457293178242,,182.5640945,149438,134811,-0.226417016551368,0.226417016551368,137.5622228,1.208819412,1.208819412,,0.03157393089929625,,137.25035203178896
252,1992 [1992],China,,,45.39041342,1.0058609443252455,6.374142665,,,,45.12593284,488521.7816,,,,,,79248.09615,80386.20378,84266.04511,-0.0102716995413496,0.0102716995413496,84940,5.528120069,5.528120069,,,,
253,1992 [1992],France,,,75.77610036,0.9955269672582266,2.36983842,,,,76.11657228,1496058.411,38.78688086,8.65,326962000000,0.2185489534338776,335191000000,421.4331192,231540,306322.3457,-0.2044712361038956,0.2044712361038956,305860.6616,5.295486376,0.756698971,,0.10301421894181863,,132.30092871407228
254,1992 [1992],Germany,,,74.59546926,1.0011140403994423,5.077877675,,,,74.51245937,2250599.123,,5.764562669,795165000000,0.3533125876900112,883424000000,430845.1487,430890.6618,430373.6988,0.00020947750986927176,-0.00020947750986927176,430196,1.562161748,0.756698971,105.8393067,0.23253938081530964,2.1573705880273333,
255,1992 [1992],India,,,30.37460438,0.9977313058508682,11.79628568,,,,30.44367176,,28.04744323,,151751000000,,146769000000,21749.28871,21743,509.4000376,,,508.72,28.10749732,28.10749732,,,,19.219618755133162
256,1992 [1992],Italy,,,63.03766469,0.9984949494282196,5.131900624,,,,63.13268257,1108353.234,,,478207000000,0.4314572153808503,539117000000,521.875597,522.2294295,136015.0066,-0.1222472464974104,0.1222472464974104,178027,1232.47903,0.756698971,,,,
257,1992 [1992],Japan,100.0839208,1.0084951407718494,98.9371469,0.9969396791505458,1.757655723,,,,99.24085576,3909206.996,122.5661528,2.151389156,1657200000000,0.4239222946484259,1815150000000,233229.0165,233099.9344,340013,-0.0273160217940017,0.0273160217940017,339650,126.7324488,126.7324488,72.88318789,1.0822670177221811,4.291939086209829,563.6811533184948
258,1992 [1992],United Kingdom,,,70.90330903,0.9949081334980712,4.282464656,,,,71.26618694,1288018.149,48.22303994,9.966666667,445637000000,0.3459865843862422,473548000000,1023.934088,219586,107804.0166,-0.0829026226027192,0.0829026226027192,107863,0.569635331,0.569635331,,0.07697271055870986,,91.02434652983334
259,1992 [1992],United States,66.93216894,1.033614269477877,64.51313789,0.9962578674489596,3.041615667,66.7700057,1.034983072964892,0.9975772002824924,64.75546141,6520400,31.36491578,7.491666667,2060560000000,0.316017,2066810000000,532586.8398,532661.7,448163.5,0.012947570670511,-0.012947570670511,448164.5,1,1,59.56256661,0.5183946662234271,2.0268848146867913,83.3559416263132
260,1992Q1 [1992Q1],Brazil,,,,,,,,,,,,,,,,5139.184875,4630,8530.348208,,,7845,,,,,,
261,1992Q1 [1992Q1],Canada,,,,,,,,,,150748.8634,,,,,,41.23061683,34683,32714,-0.2167364227249623,0.2167364227249623,32.83177782,,,,,,
262,1992Q1 [1992Q1],China,,,,,,,,,,110902.2101,,,,,,18231.60083,13724.71324,19112.45198,-0.0079425932919257,0.0079425932919257,14961,,,,,,
263,1992Q1 [1992Q1],France,,,,,,,,,,362573.7367,,,,,,98.01635508,58576,76198.15192,-0.2098887146585761,0.2098887146585761,74289.70716,,,,,,
264,1992Q1 [1992Q1],Germany,,,,,,,,,,541299.1107,,,,,,110451.534,108608.9552,108089.6701,0.0043633249220484,-0.0043633249220484,106491,,,,,,
265,1992Q1 [1992Q1],India,,,,,,,,,,,,,,,,5117.816672,5033,121.670524,,,132.6,,,,,,
266,1992Q1 [1992Q1],Italy,,,,,,,,,,269444.7519,,,,,,106.8423478,106.9606997,31969.25318,-0.1182521114533535,0.1182521114533535,43173,,,,,,
267,1992Q1 [1992Q1],Japan,,,,,,,,,,956605.4707,,,,,,58210.50441,56984.36013,83174,-0.0260959155624866,0.0260959155624866,81596,,,,,,
268,1992Q1 [1992Q1],United Kingdom,,,,,,,,,,321057.8368,,,,,,270.7848526,51599,25567.89467,-0.0787929990108249,0.0787929990108249,25606,,,,,,
269,1992Q1 [1992Q1],United States,,,,,,,,,,1590800,,,,,,128037.6827,122403.8,110313.9,0.0111414273950213,-0.0111414273950213,111228.7,,,,,,
270,1992Q2 [1992Q2],Brazil,,,,,,,,,,,,,,,,4724.759207,4725,8362.145943,,,8551,,,,,,
271,1992Q2 [1992Q2],Canada,,,,,,,,,,149624.6051,,,,,,46.88447953,36330,33494.5,-0.2235435508626114,0.2235435508626114,35.81628095,,,,,,
272,1992Q2 [1992Q2],China,,,,,,,,,,119558.5439,,,,,,19299.656,19212.35831,20722.69035,-0.011902406165052,0.011902406165052,20608,,,,,,
273,1992Q2 [1992Q2],France,,,,,,,,,,364821.6376,,,,,,80.21150877,57567,73490.0103,-0.2012210659273407,0.2012210659273407,75256.03613,,,,,,
274,1992Q2 [1992Q2],Germany,,,,,,,,,,547414.1347,,,,,,104998.8934,104669.1477,101326.29,0.0067090035992817,-0.0067090035992817,101609,,,,,,
275,1992Q2 [1992Q2],India,,,,,,,,,,,,,,,,5681.720224,5624,122.0073371,,,116.85,,,,,,
276,1992Q2 [1992Q2],Italy,,,,,,,,,,268908.433,,,,,,117.7840576,120.8168484,34578.79698,-0.1281514772071131,0.1281514772071131,45559,,,,,,
277,1992Q2 [1992Q2],Japan,,,,,,,,,,951899.7448,,,,,,57398.88975,57394.05182,82825,-0.0267109119304808,0.0267109119304808,81301,,,,,,
278,1992Q2 [1992Q2],United Kingdom,,,,,,,,,,328455.9909,,,,,,248.4033053,53001,26892.73402,-0.0811199413403666,0.0811199413403666,26972,,,,,,
279,1992Q2 [1992Q2],United States,,,,,,,,,,1617700,,,,,,130728.4315,130881.8,110926.5,0.0122407934103974,-0.0122407934103974,112984.5,,,,,,
280,1992Q3 [1992Q3],Brazil,,,,,,,,,,,,,,,,5105.792617,5222,9059.189715,,,9481,,,,,,
281,1992Q3 [1992Q3],Canada,,,,,,,,,,150138.246,,,,,,48.13448181,38107,34210.8,-0.2275413922058873,0.2275413922058873,33.28449365,,,,,,
282,1992Q3 [1992Q3],China,,,,,,,,,,127998.3485,,,,,,19555.55853,19438.55427,21569.82336,-0.0157366470240043,0.0157366470240043,21873,,,,,,
283,1992Q3 [1992Q3],France,,,,,,,,,,400927.9263,,,,,,108.5284923,57194,83683.53192,-0.2084539338503545,0.2084539338503545,79919.86311,,,,,,
284,1992Q3 [1992Q3],Germany,,,,,,,,,,602836.1431,,,,,,111979.4722,109597.98,115466.4976,-0.0057843668464675,0.0057843668464675,112182,,,,,,
285,1992Q3 [1992Q3],India,,,,,,,,,,,,,,,,5574.782866,5621,131.7664081,,,128.94,,,,,,
286,1992Q3 [1992Q3],Italy,,,,,,,,,,298078.1023,,,,,,153.6214371,152.3526924,33296.25561,-0.1111877521936974,0.1111877521936974,45210,,,,,,
287,1992Q3 [1992Q3],Japan,,,,,,,,,,995672.2941,,,,,,58668.39221,59328.83906,86874,-0.0283282039252637,0.0283282039252637,87786,,,,,,
288,1992Q3 [1992Q3],United Kingdom,,,,,,,,,,346607.6964,,,,,,278.3009936,55673,26701.82914,-0.0762346838250992,0.0762346838250992,25204,,,,,,
289,1992Q3 [1992Q3],United States,,,,,,,,,,1641700,,,,,,135508.8764,137430.2,111416.2,0.0146754439909849,-0.0146754439909849,107629,,,,,,
290,1992Q4 [1992Q4],Brazil,,,,,,,,,,,,,,,,5559.064901,5977,9794.751413,,,9916,,,,,,
291,1992Q4 [1992Q4],Canada,,,,,,,,,,144092.1627,,,,,,46.31451628,40318,34391.7,-0.2383570684217373,0.2383570684217373,35.62967042,,,,,,
292,1992Q4 [1992Q4],China,,,,,,,,,,130062.6791,,,,,,22161.28079,28010.57796,22861.07943,-0.0053804722833823,0.0053804722833823,27498,,,,,,
293,1992Q4 [1992Q4],France,,,,,,,,,,367735.1099,,,,,,134.6767631,58203,72950.65154,-0.1980120277247968,0.1980120277247968,76395.0552,,,,,,
294,1992Q4 [1992Q4],Germany,,,,,,,,,,559049.7347,,,,,,103415.2491,108014.579,105491.2412,-0.00371343007812,0.00371343007812,109914,,,,,,
295,1992Q4 [1992Q4],India,,,,,,,,,,,,,,,,5374.968953,5465,133.9557683,,,130.33,,,,,,
296,1992Q4 [1992Q4],Italy,,,,,,,,,,271921.9468,,,,,,143.6277545,142.0991889,36170.70082,-0.1324904940166455,0.1324904940166455,44085,,,,,,
297,1992Q4 [1992Q4],Japan,,,,,,,,,,1005029.487,,,,,,58951.23008,59392.68335,87140,-0.0280477043555638,0.0280477043555638,88967,,,,,,
298,1992Q4 [1992Q4],United Kingdom,,,,,,,,,,291896.6253,,,,,,226.4449366,59313,28641.55877,-0.0973464965694483,0.0973464965694483,30081,,,,,,
299,1992Q4 [1992Q4],United States,,,,,,,,,,1670200,,,,,,138311.8492,141945.9,115506.9,0.0136540229912585,-0.0136540229912585,116322.3,,,,,,
300,1993 [1993],Brazil,1.022410759,0.9838897325192648,1.058008375,1.0181461491074664,1932.648304,,,,1.039151772,,,,324937000000,,358420000000,25165.44396,25256,38567.89467,,,38553,0.032091361,0.032091361,,,,
301,1993 [1993],Canada,77.78524492,1.0463282069031767,73.87737478,0.9937614924754982,1.865449494,77.42343146,1.0479992242626357,0.9953485592238976,74.34115262,579068.2591,26.70465598,11.375,168697000000,0.2913248953796784,,204.9063104,167593,146943.3,-0.2534043118123308,0.2534043118123308,149.9266953,1.290285343,1.290285343,,0.030320969692882012,,115.71782575014437
302,1993 [1993],China,,,52.02973824,1.0060659918147394,14.62715213,,,,51.71602923,611084.8456,,,,,,101305.8646,103225.1263,90594.1673,0.0175289853399696,-0.0175289853399696,91743,5.789434775,5.789434775,,,,
303,1993 [1993],France,,,77.36196754,0.9954135752786004,2.092832924,,,,77.71841721,1360745.34,38.81070255,9.65,314371000000,0.231028533230178,322589000000,506.1463901,196722,245844.6894,-0.1802971767001605,0.1802971767001605,246054.1877,5.663589056,0.839725496,,0.08398742644339836,,149.9041713831311
304,1993 [1993],Germany,,,77.91262136,1.0007656200545891,4.446854664,,,,77.85301553,2083612.474,,6.931370078,735396000000,0.3529427900708565,817702000000,345261.916,345083.9602,379936.8413,-0.0166417343592846,0.0166417343592846,380066,1.653682665,0.839725496,93.40435908,0.179045163050036,2.174073442453227,
305,1993 [1993],India,,,32.29615248,0.9977161080583908,6.326166653,,,,32.37008225,,21.82376386,,154771000000,,149564000000,22321.07788,22330,658.27912,,,656.9,31.1923418,31.1923418,,,,27.885972703369895
306,1993 [1993],Italy,,,65.83547521,0.998497186662536,4.438315618,,,,65.93456255,1027430.231,,,466472000000,0.4540181765393274,526059000000,645.7190253,646.0254188,166845,-0.1617621089589099,0.1617621089589099,169232,1571.860919,0.839725496,,,,
307,1993 [1993],Japan,101.510574,1.0103121613931338,100.1641366,0.9969113694739142,1.240170886,,,,100.4744651,4463778.347,147.5631697,2.503290788,1595020000000,0.3573250900936816,1744900000000,241653.8278,241608.5386,362207,-0.0270069799234141,0.0270069799234141,362130,111.2102321,111.2102321,81.57230824,1.062077115843201,6.80802625266309,961.8186996610418
308,1993 [1993],United Kingdom,,,72.68761332,0.9949102913431406,2.516531749,,,,73.05946471,1155726.887,48.98706041,10.4,455376000000,0.3940169646671895,483899000000,834.3835958,258220,122262.6387,-0.1050665658730149,0.1050665658730149,122229,0.665619252,0.665619252,,0.06618912028692665,,157.35325751687176
309,1993 [1993],United States,69.14342575,1.0371489930286986,66.4289524,0.9964319867331908,2.969650175,68.98333432,1.0384528406321818,0.9976846471191804,66.6668205,6858500,33.63553759,6.908333333,2128250000000,0.310308,2134710000000,580372.8664,580656.2,465091,0.0168086121455128,-0.0168086121455128,465089.9,1,1,62.56412075,0.5913173063346712,2.180620321359028,91.55664153196746
310,1993Q1 [1993Q1],Brazil,,,,,,,,,,,,,,,,5747.543401,5231,10108.55726,,,9211,,,,,,
311,1993Q1 [1993Q1],Canada,,,,,,,,,,145424.9669,,,,,,49.98457684,42090,35954.2,-0.246891687091455,0.246891687091455,35.87121661,,,,,,
312,1993Q1 [1993Q1],China,,,,,,,,,,136634.5722,,,,,,22625.93036,17214.4569,20303.61351,0.0169965537462999,-0.0169965537462999,16087,,,,,,
313,1993Q1 [1993Q1],France,,,,,,,,,,345182.2113,,,,,,124.2095499,50044,63240.39338,-0.1828488889748879,0.1828488889748879,62038.97588,,,,,,
314,1993Q1 [1993Q1],Germany,,,,,,,,,,524166.346,,,,,,88171.4936,86698.85284,96054.43435,-0.0150390058617002,0.0150390058617002,94573,,,,,,
315,1993Q1 [1993Q1],India,,,,,,,,,,,,,,,,5256.931357,5183,147.4661842,,,160.78,,,,,,
316,1993Q1 [1993Q1],Italy,,,,,,,,,,258880.2721,,,,,,140.7731262,141.2973574,40060,-0.1541995709058125,0.1541995709058125,39371,,,,,,
317,1993Q1 [1993Q1],Japan,,,,,,,,,,1031022.794,,,,,,59259.72052,58154.45411,87325,-0.0272208137815428,0.0272208137815428,87688,,,,,,
318,1993Q1 [1993Q1],United Kingdom,,,,,,,,,,280204.3272,,,,,,207.8827272,60795,30082.38375,-0.1066168439343073,0.1066168439343073,30195,,,,,,
319,1993Q1 [1993Q1],United States,,,,,,,,,,1682400,,,,,,140228.5784,134619,113707,0.01576413361864,-0.01576413361864,114026.8,,,,,,
320,1993Q2 [1993Q2],Brazil,,,,,,,,,,,,,,,,6012.545006,6007,8933.132646,,,9150,,,,,,
321,1993Q2 [1993Q2],Canada,,,,,,,,,,146695.9907,,,,,,53.93125358,41794,37016.2,-0.2519650916841315,0.2519650916841315,39.50293284,,,,,,
322,1993Q2 [1993Q2],China,,,,,,,,,,148087.4817,,,,,,23409.25537,23320.43317,21183.82149,0.0150278325652694,-0.0150278325652694,21058,,,,,,
323,1993Q2 [1993Q2],France,,,,,,,,,,350274.8641,,,,,,101.9852429,51724,65163.42929,-0.1857439705651433,0.1857439705651433,66668.81558,,,,,,
324,1993Q2 [1993Q2],Germany,,,,,,,,,,536419.4597,,,,,,88544.71982,88414.37663,95478.48275,-0.0129260093097252,0.0129260093097252,96216,,,,,,
325,1993Q2 [1993Q2],India,,,,,,,,,,,,,,,,5526.996594,5469,169.153842,,,162.46,,,,,,
326,1993Q2 [1993Q2],Italy,,,,,,,,,,263714.6771,,,,,,145.7830642,148.926225,42794,-0.1617210593084582,0.1617210593084582,44561,,,,,,
327,1993Q2 [1993Q2],Japan,,,,,,,,,,1122334.857,,,,,,60679.75792,60921.80109,92139,-0.0280301746700539,0.0280301746700539,89078,,,,,,
328,1993Q2 [1993Q2],United Kingdom,,,,,,,,,,291921.2299,,,,,,205.091917,63883,29960.73797,-0.1019303942477669,0.1019303942477669,29977,,,,,,
329,1993Q2 [1993Q2],United States,,,,,,,,,,1702200,,,,,,144265.0994,144541.5,116241,0.0164634587005052,-0.0164634587005052,117913.5,,,,,,
330,1993Q3 [1993Q3],Brazil,,,,,,,,,,,,,,,,7181.308285,7328,9814.675295,,,10371,,,,,,
331,1993Q3 [1993Q3],Canada,,,,,,,,,,143766.3007,,,,,,52.69243671,41671,36443.2,-0.2531226538215433,0.2531226538215433,35.50066238,,,,,,
332,1993Q3 [1993Q3],China,,,,,,,,,,157797.5562,,,,,,27258.7038,27007.01383,23848.32923,0.021612340850688,-0.021612340850688,24093,,,,,,
333,1993Q3 [1993Q3],France,,,,,,,,,,333719.768,,,,,,129.3722218,44948,58160.03367,-0.1738903925169934,0.1738903925169934,55486.35535,,,,,,
334,1993Q3 [1993Q3],Germany,,,,,,,,,,512324.5306,,,,,,84716.41649,82645.51685,92512.34896,-0.0152167854638346,0.0152167854638346,89620,,,,,,
335,1993Q3 [1993Q3],India,,,,,,,,,,,,,,,,5694.451728,5727,168.5788133,,,164.3,,,,,,
336,1993Q3 [1993Q3],Italy,,,,,,,,,,252162.5193,,,,,,193.1970392,191.133395,41137,-0.1623706928153299,0.1623706928153299,39713,,,,,,
337,1993Q3 [1993Q3],Japan,,,,,,,,,,1165789.023,,,,,,61397.06647,61789.73894,94014,-0.0279784188103476,0.0279784188103476,93608,,,,,,
338,1993Q3 [1993Q3],United Kingdom,,,,,,,,,,291364.2294,,,,,,212.4861629,65877,30897.81233,-0.1053160376971793,0.1053160376971793,29305,,,,,,
339,1993Q3 [1993Q3],United States,,,,,,,,,,1720500,,,,,,145401.9486,147453.7,113668,0.0184446083115373,-0.0184446083115373,110296,,,,,,
340,1993Q4 [1993Q4],Brazil,,,,,,,,,,,,,,,,6224.04727,6690,9711.529464,,,9821,,,,,,
341,1993Q4 [1993Q4],Canada,,,,,,,,,,143181.0007,,,,,,48.29804329,42038,37529.7,-0.2617763653939177,0.2617763653939177,39.05188352,,,,,,
342,1993Q4 [1993Q4],China,,,,,,,,,,168565.2355,,,,,,28011.97503,35683.22243,25258.40307,0.0163353490524444,-0.0163353490524444,30505,,,,,,
343,1993Q4 [1993Q4],France,,,,,,,,,,331568.4969,,,,,,150.5793754,50006,59280.83303,-0.1783349570524292,0.1783349570524292,61860.04092,,,,,,
344,1993Q4 [1993Q4],Germany,,,,,,,,,,510702.1376,,,,,,83829.28608,87325.21389,95891.57525,-0.0236190301193679,0.0236190301193679,99657,,,,,,
345,1993Q4 [1993Q4],India,,,,,,,,,,,,,,,,5842.698197,5951,173.0802806,,,169.36,,,,,,
346,1993Q4 [1993Q4],Italy,,,,,,,,,,252672.7629,,,,,,165.9657956,164.6684415,42854,-0.1689459271923764,0.1689459271923764,45587,,,,,,
347,1993Q4 [1993Q4],Japan,,,,,,,,,,1144631.673,,,,,,60317.2829,60742.54445,88729,-0.0248217114467354,0.0248217114467354,91756,,,,,,
348,1993Q4 [1993Q4],United Kingdom,,,,,,,,,,292237.1005,,,,,,208.9227886,67665,31321.70462,-0.1064641750762237,0.1064641750762237,32752,,,,,,
349,1993Q4 [1993Q4],United States,,,,,,,,,,1753400,,,,,,150477.2401,154042,121475,0.0165405726588342,-0.0165405726588342,122853.6,,,,,,
350,1994 [1994],Brazil,22.17194662,0.9805894105567332,22.60251361,0.9996319167545624,2036.32653,,,,22.61083628,511777.3511,12.24025833,,349510000000,0.6829337000724492,385675000000,32739.10934,33079,43372.00802,-0.0207764150897767,0.0207764150897767,43544,0.638294927,0.638294927,,,,0.04858922105940631
351,1994 [1994],Canada,77.82258065,1.04510013021822,73.9781232,0.9934718887996618,0.136372492,77.47546833,1.0472753968162307,0.9955396966137487,74.464234,579805.2598,28.02570112,10.39166667,179239000000,0.3091365539902609,,211.7161199,173255,166549.1,-0.2868849170797053,0.2868849170797053,169.8731817,1.365952117,1.365952117,,0.03323239755376911,,1661.217441348462
352,1994 [1994],China,,,64.64646268,1.006017868641481,24.24906384,,,,64.25975591,561110.1133,,,,,,115019.0578,115687.7991,118463.7767,-0.0061391139071454,0.0061391139071454,121006,8.610021425,8.610021425,,,,
353,1994 [1994],France,,,78.61117018,0.9950144034779004,1.614750344,,,,79.00505752,1420703.298,41.52491238,10.25,326583000000,0.2298741760223604,334536000000,506.3004556,225402,281232.4246,-0.1975965879290863,0.1975965879290863,281615.3395,5.546376398,0.831726491,,0.08255516592450549,,207.87397063421258
