Column,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","Stock Markets, US$, Billions","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,",Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
1760,2009M08 [2009M08],United States,99.77735976,99.06063783,-1.483835566,99.48466458,99.60634464,89.53157549,130138.3136,9.6,2.34835E11,2.41449E11,124574.0725,131271.6,87767,87315.1,1.0,1.0,98.54426726,-0.27014169381333564,0.04234995924198251
1761,2009M09 [2009M09],Brazil,98.35739842,98.54399624,4.370969035,98.38926336,98.21098473,84.47094429,221629,10.40062815,40618257417,46680869049,11493.99031,12563,12746.84916,13856,1.819772727,1.819772727,83.81294376,-0.19701122187626913,-0.22781608292902716
1762,2009M09 [2009M09],Canada,100.1792115,98.96373057,-0.779220779,99.55396967,99.65247611,93.16428685,58058.81272,8.4,17301671244,17184490478,47.1725639,39239,27802,28.60403739,1.081272727,1.081272727,91.46090973,-0.09837050830666658,-0.012522129803935437
1763,2009M09 [2009M09],China,99.60612691,99.03416898,-0.810488588,99.52969485,98.22761194,91.37674054,2290348.597,4.314328556,2.24205E11,2.11796E11,94062.8716,103241.4261,106095.6424,115895,6.828363636,6.828363636,,,0.018911571122589396
1764,2009M09 [2009M09],France,100.3533191,99.30895173,-0.320136592,99.72340426,99.72219254,97.19641113,49509.24487,8.855555556,29196224614,31731200073,41.398,49100,62693.30027,65020.83992,4.504409091,0.68671829,104.6880119,-0.6484601756951343,-0.09799761773390772
1765,2009M09 [2009M09],Germany,100.4213028,100.0,-0.215285253,99.90327781,99.89165764,97.19946849,67403.84385,7.898946721,75637664826,89388832955,84259.99706,86515.82588,98677.24739,103357,1.343136364,0.68671829,106.3936767,-0.7498701334079344,-0.10199249008615516
1766,2009M09 [2009M09],India,,95.18858645,9.905605738,,96.11178615,89.78452147,281278,10.7,41822806023,39596625029,20702.91443,21527.2,708.837032,708.38,48.38925,48.38925,,,-0.02001788876867972
1767,2009M09 [2009M09],Italy,101.0964912,99.38201303,0.225855548,99.13700108,99.45770065,101.1364117,51793.91044,8.250224991,37376627689,46299437084,71.77565682,81.03104404,36277,37548,1329.583182,0.68671829,107.9421856,-1.0099766185435324,-0.22452467886616165
1768,2009M09 [2009M09],Japan,100.8056395,100.1033058,-2.121212121,100.1002004,100.7246377,96.31465499,1032155.459,5.374505287,1.2497E11,1.43977E11,48422.3551,50242.02841,54663,55981,91.39272727,91.39272727,92.45717296,-0.08967485621347406,-0.04799030302230584
1769,2009M09 [2009M09],United Kingdom,99.63570128,98.62987545,1.101578498,98.87983707,99.15175115,94.32089389,73134.40053,7.9,38397046701,40056916203,74.4917313,54263,19480.14072,19093.34568,0.613155302,0.613155302,107.8005004,-1.910376372367866,-0.08076115336142631
1770,2009M09 [2009M09],United States,100.0231728,99.25191275,-1.377942863,99.67683891,99.66864648,92.01369953,137755.815,9.8,2.36612E11,2.39445E11,136771.6465,141004.5,91673,91458.4,1.0,1.0,95.96546303,-0.20666266846800616,0.006589467799959767
1771,2009M10 [2009M10],Brazil,98.59345657,98.80886486,4.200715936,98.69774085,98.48596483,95.4051061,231123,10.40440513,41426369344,49592553034,11862.15111,12777,13094.31968,14075,1.740363636,1.740363636,91.85222072,0.14901942898963239,0.09207719093214957
1772,2009M10 [2009M10],Canada,100.3584229,99.13644214,0.087183958,99.64317574,99.56559513,95.79246526,56128.57201,8.4,17301671244,17367694001,44.09892253,38687,29420,29.96216171,1.054545455,1.054545455,95.08248837,-0.316714335199688,-0.0811195548816683
1773,2009M10 [2009M10],China,99.90153173,99.0849805,-0.624774616,99.70469211,98.13432836,95.20406071,2346173.015,4.301954062,2.27648E11,2.03635E11,94462.29787,86862.18766,110045.3847,110644,6.827136364,6.827136364,,,-0.05108530017860349
1774,2009M10 [2009M10],France,100.3426124,99.48968743,-0.191979522,99.75531915,99.81835666,100.4485832,49677.56747,9.059259259,29000761168,31685097012,38.32,52260,64468.85827,70186.64322,4.427363636,0.674843501,108.7390922,-0.8571290183620179,-0.1734048026711255
1775,2009M10 [2009M10],Germany,100.475316,100.1078749,0.0,100.0214938,100.0,100.5946871,68647.73811,7.624431101,74139016455,88410836971,82567.85643,88900.61171,99192.54349,107393,1.32,0.674843501,110.2271849,-1.0056770923557967,-0.190700172119892
1776,2009M10 [2009M10],India,,95.90848336,9.029547424,,97.08383961,95.87059152,284391,10.7,40850563694,39241304034,24831.17036,25935.8,726.0186763,691.75,46.72390909,46.72390909,,,0.02895987263053887
1777,2009M10 [2009M10],Italy,101.8640351,99.49376394,0.32060279,99.35275081,99.56616052,105.4565399,51735.67134,8.179932172,38002024018,47329228834,72.764219,73.43673009,35353,38960,1306.832273,0.674843501,110.4697221,-1.2034208861378306,-0.35159588130068226
1778,2009M10 [2009M10],Japan,100.8056395,99.58677686,-2.527805865,100,100.310559,95.18111473,1035253.231,5.198338272,1.28352E11,1.4325E11,48871.95434,49917.05697,57742,58740,90.315,90.315,96.4314787,-0.16469107110159342,-0.03109458185010341
1779,2009M10 [2009M10],United Kingdom,99.65846995,98.82525516,1.534827307,98.95904051,99.32481669,96.01932588,73404.43201,7.8,38596615551,41157157034,71.11265815,54457,20098.40338,20360.81481,0.617424536,0.617424536,107.5922618,-3.423042958929524,-0.23162465410486316
1780,2009M10 [2009M10],United States,100.2930673,99.54986022,-0.223968294,99.94017214,99.76463747,94.13735236,138200.4449,10.0,2.37369E11,2.38088E11,139213.9153,147026.9,94829,100005.5,1.0,1.0,96.59493694,-0.3370184171946694,-0.03602702157867079
1781,2009M11 [2009M11],Brazil,98.95825295,99.15864504,4.233843351,99.10036662,98.88988297,99.16399712,236660,10.46381073,42106884652,47620121948,11667.42063,12057,13116.01688,12643,1.727952381,1.727952381,92.77381491,0.18757605293808846,0.20566923532743994
1782,2009M11 [2009M11],Canada,100.5376344,99.65457686,0.962379703,99.82158787,100.086881,96.49130494,56298.31377,8.5,17570023696,18082187742,45.89478817,39152,29743.3,30.68018295,1.05852381,1.05852381,93.14144921,-0.39893710112640923,-0.15784778689268275
1783,2009M11 [2009M11],China,100,99.53360346,0.453686158,99.79219075,98.42583955,101.3935307,2407210.315,4.284888833,2.30565E11,2.02359E11,93707.50341,94722.62519,107463.3001,113659,6.827619048,6.827619048,,,-0.25823851254325375
1784,2009M11 [2009M11],France,100.3426124,99.64916011,0.417827298,99.82978723,99.95726039,99.97276384,50618.16203,9.114814815,29283431383,30511005727,36.683,52120,61942.10912,64830.34088,4.39447619,0.669902385,107.8581042,-1.1225302127528303,-0.21325619514798877
1785,2009M11 [2009M11],Germany,100.1944474,100.2157497,0.323974082,99.94626545,99.78331528,100.648688,67285.80253,7.412054037,74579795388,88606436168,80754.99773,84091.35604,101787.5376,107777,1.310142857,0.669902385,110.7017907,-1.2185061572032378,-0.22192495727487144
1786,2009M11 [2009M11],India,,97.75734319,11.27711471,,99.14945322,95.3333191,288146,10.7,42088505823,38937981233,25820.41542,24996.5,747.1023324,695.38,46.5967381,46.5967381,,,0.018224330485185222
1787,2009M11 [2009M11],Italy,101.754386,99.65603128,0.585423687,99.56850054,99.56616052,102.8602667,51857.01153,7.999827331,38112388076,45887520384,79.72391896,73.97435967,37702,37765,1297.156667,0.669902385,110.9700379,-1.4506235657141908,-0.3224465099825151
1788,2009M11 [2009M11],Japan,100.7049345,99.89669421,-1.827411168,100,100.1035197,92.47135319,1048860.417,5.239760001,1.30921E11,1.44703E11,50522.60933,51877.25825,59770,55877,89.11238095,89.11238095,96.23057979,-0.18934984865854987,-0.000199218358574953
1789,2009M11 [2009M11],United Kingdom,99.86338798,99.1687068,1.934643764,99.33242815,99.60377101,99.57777302,72604.1306,7.8,38876011941,41360905337,72.99395076,53969,20423.87837,20817.03704,0.60200879,0.60200879,106.9878109,-13.193790702247481,-0.8608445197340397
1790,2009M11 [2009M11],United States,100.1354016,99.88321195,1.914587174,100.014957,99.83524623,97.67285562,138716.0306,9.9,2.38313E11,2.37251E11,141366.1159,143324.3,94635,94606.5,1.0,1.0,96.88011156,-5.188714014827443,-0.6045125118919065
1791,2009M12 [2009M12],Brazil,99.41345939,99.43700261,4.328799832,99.54402144,99.25564597,100.8596521,238520,10.71723717,42149416859,44191848869,13311.0658,12307,14347.27314,14457,1.751956522,1.751956522,92.92741394,0.18621506507740995,0.24497758594125396
1792,2009M12 [2009M12],Canada,100.0896057,99.65457686,1.316944688,99.82158787,99.73935708,98.11687843,54243.773,8.5,17467121628,17074568364,44.20771774,38616,30490.6,31.18262318,1.055391304,1.055391304,94.83436619,-0.8030968059732734,-0.2939453373952746
1793,2009M12 [2009M12],China,100,100.1215042,1.631492022,99.90156404,99.40531716,101.7932017,2417903.203,4.296726593,2.32961E11,1.9903E11,108134.7648,112319.0418,122026.0782,130746,6.827782609,6.827782609,,,-0.6833428864412596
1794,2009M12 [2009M12],France,100.7922912,99.75547523,0.881625632,99.9893617,100.2243829,99.80666109,50929.80205,9.125925926,29193217484,30225166749,35.8414,49341,64753.45388,61656.501,4.503913043,0.686578046,109.8717911,-1.7238115037374295,-0.2722511321979571
1795,2009M12 [2009M12],Germany,101.3719348,100.4314995,0.757575758,100.1504567,100.6500542,101.7925929,65935.18748,7.422212653,74932418534,80195670704,83999.85633,80152.5774,105297.3313,98427,1.342782609,0.686578046,111.4136993,-1.6735417545293003,-0.3196882088884136
1796,2009M12 [2009M12],India,,98.77136761,12.94996034,,99.2709599,97.54123309,283470,10.7,42288014009,42577854840,29460.42695,28251.4,756.6408557,769.07,46.61673913,46.61673913,,,0.02710324985924762
1797,2009M12 [2009M12],Italy,101.9736842,99.85633638,0.979541239,99.6763754,99.78308026,100.5760371,50095.65728,8.353868955,37560567785,38102294753,76.38524036,69.56397784,36491,36042,1329.425652,0.686578046,111.1701642,-1.9931273722014975,-0.32148204514575823
1798,2009M12 [2009M12],Japan,100.5035247,99.79338843,-1.629327902,99.8997996,99.89648033,96.6907,1026249.714,5.180347533,1.32003E11,1.47173E11,52703.51428,54073.70441,58589,60163,90.04652174,90.04652174,97.23507436,-0.22555063860000132,-0.05909735732010847
1799,2009M12 [2009M12],United Kingdom,100.4098361,99.46316501,2.900227216,99.64924191,100.1639568,98.34576125,69152.99737,7.7,38796184401,40342163826,69.82916887,54159,20630.90609,21031.14815,0.61661195,0.61661195,106.7460305,2.1006174652516143,0.6618620789678269
1800,2009M12 [2009M12],United States,99.97228356,99.93516884,2.814123123,100.1124039,99.65941658,99.63908669,134067.0949,9.9,2.3904E11,2.39371E11,151156.9595,146105.8,98293,99371.9,1.0,1.0,97.25805075,1.1220514509164325,0.9749799803143597
1801,2010M01 [2010M01],Brazil,100,100.0,4.582956757,100,100.0,100,240484,9.942017815,42829932166,42829932166,12686.02131,11504,14485.13957,11298,1.780642857,1.780642857,91.52175916,0.11375361844720176,0.19431389017292822
1802,2010M01 [2010M01],Canada,100,100.0,1.846965699,100,100.0,100,56865.5347,8.3,17660819638,17660819638,47.07628171,38771,30989.7,30.97680526,1.043857143,1.043857143,97.21634442,-3.7523177196649047,-0.767273164886973
1803,2010M01 [2010M01],China,100,100.0,1.448769813,100,100.0,100,2433804.573,4.18919024,2.35871E11,2.35871E11,102443.093,95403.67862,116644.3746,109528,6.827095238,6.827095238,,,-0.44603127653031827
1804,2010M01 [2010M01],France,100,100.0,1.10716973,100,100.0,100,48422.27602,9.033333333,29505958998,29505958998,38.2179,45787,61562.20344,56464.66089,4.596809524,0.700827728,101.3884971,-1.2817825046449687,-0.32816379079136443
1805,2010M01 [2010M01],Germany,100,100.0,0.216216216,100,100.0,100,66080.81078,7.556135619,75990287972,75990287972,83383.34874,78594.20769,98331.65242,90387,1.370571429,0.700827728,101.2534088,-0.6583388217208306,-0.19426797657002667
1806,2010M01 [2010M01],India,,100.0,13.32169621,,100.0,100,280955,10.0,42902843555,42902843555,25743.01018,25267,732.2213736,715,45.97307143,45.97307143,,,0.038840395547907226
1807,2010M01 [2010M01],Italy,100,100.0,1.303471389,100,100.0,100,50262.07057,8.376326835,38884936483,38884936483,76.26535328,71.30725285,35632,29929,1356.844286,0.700827728,104.7934807,-2.0373965507849263,-0.3869203380572545
1808,2010M01 [2010M01],Japan,100,100.0,-1.022494888,100,100.0,100,1030516.478,4.98673278,1.35114E11,1.35114E11,52843.84548,53254.29422,61375,53797,91.21904762,91.21904762,95.70065792,-0.22220753638831198,-0.12395294501004009
1809,2010M01 [2010M01],United Kingdom,100,100.0,3.44064672,100,100.0,100,69652.74344,7.9,38915925711,38915925711,69.29968123,51794,20682.36067,20420.82716,0.618865762,0.618865762,98.22335215,0.6771220066302029,0.4075789041096803
1810,2010M01 [2010M01],United States,100,100.0,2.621111389,100,100.0,100,133143.8769,9.8,2.41813E11,2.41813E11,145610.7571,136725.4,98302,92600.6,1.0,1.0,96.97083735,1.464263681780619,1.9171823662598464
1811,2010M02 [2010M02],Brazil,100.6799998,100.5905817,4.804596599,100.3981388,100.7798778,93.01196639,241082,9.639241838,42744867753,41796753978,13878.73094,11813,15250.01621,12192,1.8392,1.8392,94.19176186,0.19816621057430842,0.012992216063983174
1812,2010M02 [2010M02],Canada,100.7168459,100.0863558,1.577563541,100.4460303,100.4344049,97.03953377,57227.08581,8.2,17892853713,18540196550,44.78997589,39196,31312.1,31.41759137,1.0561,1.0561,97.32384982,-1.715392582464135,-0.31343278716329526
1813,2010M02 [2010M02],China,100.2078775,100.404214,2.619553034,100.0874986,101.2010261,94.44950893,2443026.052,4.193288928,2.3805E11,2.35871E11,109795.3006,87115.31562,127884.041,94469,6.82865,6.82865,,,0.5101394682242305
1814,2010M02 [2010M02],France,100.7922912,100.2551563,1.267182131,100.4893617,100.5556149,90.57275483,50849.56918,9.0,29319516942,29598165120,36.9073,45872,59079.67914,56745.24602,4.7951,0.7309511,102.3316459,-1.6505254856924814,0.09351761295601468
1815,2010M02 [2010M02],Germany,100.5401318,100.0,0.107991361,100.0107469,100.4333694,91.32257878,66767.80497,7.379540551,75196885893,79902271909,81235.94114,77665.93415,100453.259,95739,1.4298,0.7309511,103.8097517,-0.7470771947290632,0.02781948857226953
1816,2010M02 [2010M02],India,,99.84945031,12.5655834,,99.14945322,92.98141836,278357,10.0,43314730871,41303899078,29295.6533,26163.8,765.2181166,730.02,46.349625,46.349625,,,0.002904384779316239
1817,2010M02 [2010M02],Italy,99.78070175,99.9840593,1.091627442,100,100.0,88.6132678,49900.63497,8.482433975,38517056289,43498403523,72.85682947,76.04899972,35472,34409,1415.361,0.7309511,104.6997477,-1.5864915000722482,0.1651973028951458
1818,2010M02 [2010M02],Japan,99.89929507,99.89669421,-1.023541453,99.7995992,100.0,96.38427902,1029491.649,5.041726387,1.3552E11,1.42524E11,54831.73996,49787.26944,59037,56880,90.161,90.161,96.19806258,-0.23756381664062065,-0.06452153729738554
1819,2010M02 [2010M02],United Kingdom,100.4895264,100.0270156,2.883012637,100.1697217,100.3689029,93.59293937,70580.94548,8.0,39354977180,39649419598,63.07924948,52650,20864.20993,20587.45679,0.640143951,0.640143951,101.1088795,1.4808380122184013,0.1322801720539246
1820,2010M02 [2010M02],United States,100.2344538,99.90482234,2.151336358,100.0444177,100.0249207,97.54824583,132278.5806,9.8,2.42683E11,2.42026E11,151817.6099,133898.8,99555,93858.2,1.0,1.0,97.28888732,10.165920682407519,-1.1522230943620941
1821,2010M03 [2010M03],Brazil,101.1028549,101.0906501,5.147145395,100.8604694,101.303853,100.3049138,243762,9.39491136,43808172921,49357739810,14930.44033,15054,16210.59002,15722,1.78573913,1.78573913,94.63676231,0.1899833112617247,0.16065062228571322
1822,2010M03 [2010M03],Canada,100.4480287,99.82728843,1.403508772,100,100.4344049,104.6672415,56549.42971,8.2,18120852413,18430274436,50.33061028,39741,31982.4,32.01230434,1.023217391,1.023217391,99.67323607,-1.6053903888097385,-0.6891927143610085
1823,2010M03 [2010M03],China,100,100.464229,2.229433736,100.1312479,100.5013993,96.59312404,2465348.194,4.193212317,2.4111E11,2.61544E11,112886.9718,119312.6465,115751.134,112076,6.826434783,6.826434783,,,-1.3650920879270576
1824,2010M03 [2010M03],France,101.1777302,100.3402084,1.505700151,100.3297872,101.0471204,95.60889597,52232.31036,8.966666667,29896885891,33996397133,34.004,54163,59724.69608,65390.43128,4.833043478,0.736728586,103.3926883,-2.530460016976502,-0.1982667997160613
1825,2010M03 [2010M03],Germany,100.6913687,100.3236246,0.649350649,100,100.9750813,96.74253554,66025.38077,7.246957981,76960001623,95648007254,89567.35975,94111.99901,107600.9376,116131,1.441130435,0.736728586,104.3654784,-1.0695672356706811,-0.13769164060045275
1826,2010M03 [2010M03],India,,99.92691194,11.8414558,,98.90643985,101.2123889,279057,10.0,43662405322,46274059825,30675.72573,29626.9,806.3061568,921.49,45.5106087,45.5106087,,,0.05215070373908561
1827,2010M03 [2010M03],Italy,101.754386,100.1602776,1.284552499,99.89212513,100.3253796,92.54146195,49360.39341,8.349146942,38700996386,49100470644,72.94797889,76.53999185,36642,40953,1426.578696,0.736728586,105.3558786,-2.0570452303621862,-0.004290044322204444
1828,2010M03 [2010M03],Japan,100.2014099,100.0,-0.819672131,99.6993988,100.2070393,100.4465865,1020896.154,5.054687513,1.35926E11,1.63154E11,55470.34787,55871.19434,59229,66142,90.7173913,90.7173913,97.19287192,-0.2873725759108302,-0.1395620836220885
1829,2010M03 [2010M03],United Kingdom,101.0018215,100.4824571,3.320174787,100.4525911,100.9484447,96.83449265,76040.93663,8.0,39993597500,45395121719,60.22459915,53316,21099.97596,20948.71605,0.664034308,0.664034308,100.6471952,0.9281284072014325,0.26751209661353315
1830,2010M03 [2010M03],United States,100.4420999,99.93792761,2.286171439,100.0679862,100.4356514,101.9700009,130375.3331,9.9,2.4428E11,2.45113E11,155567.4463,157728.8,103530,110510.2,1.0,1.0,99.53154739,4.8503272680896705,-4.706396385482693
1831,2010M04 [2010M04],Brazil,101.5274884,101.5027734,5.209368871,101.2015072,101.8814428,102.9692479,247292,9.140486643,43850705127,46633906405,14778.03309,13879,15816.70194,15153,1.7565,1.7565,95.50592441,0.2127696827092384,0.21042070677511848
1832,2010M04 [2010M04],Canada,100.8064516,99.82728843,1.671064204,100.3568243,100.7819288,108.2482102,56719.87707,8.1,18086551724,17660819638,51.06410029,39745,32718.4,33.48861721,1.005318182,1.005318182,99.64231145,-2.677928502906216,-1.218529099483992
1833,2010M04 [2010M04],China,100.3063457,100.8809096,2.608792392,100.2953079,100.6996269,96.13890189,2508692.488,4.193114791,2.4365E11,2.40774E11,113721.794,118448.6915,122343.3247,119851,6.825909091,6.825909091,,,0.9910773355013428
1834,2010M04 [2010M04],France,101.2098501,100.5103126,1.666845897,100.2765957,101.3035581,96.22558539,52635.61144,8.933333333,29782614953,30590917699,34.1611,49364,58924.54882,59974.58946,4.885727273,0.744848784,95.36035314,-1.6277758915849025,-0.2891658088322835
1835,2010M04 [2010M04],Germany,100.237658,100.5393743,0.865800866,99.93551854,100.9750813,99.67204268,66167.90872,7.168094747,78546805781,86552644601,83895.69085,83492.11461,102471.2255,100876,1.456727273,0.744848784,95.5143958,-0.5561490352962974,-0.2645078976046528
1836,2010M04 [2010M04],India,,100.4503618,11.63403385,,99.63547995,105.7095147,279633,10.0,44081058761,41390562735,30851.5342,31674.9,822.0117018,807.18,44.49402273,44.49402273,,,0.08070861407408345
1837,2010M04 [2010M04],Italy,102.8508772,100.389117,1.505991206,100.3236246,100.6507592,92.73009789,49863.63355,8.623316802,39032088561,44775345294,76.3445626,79.60891031,36424,37040,1442.127273,0.744848784,96.21349116,-1.3079597013363318,-0.017220309429039554
1838,2010M04 [2010M04],Japan,99.89929507,99.79338843,-0.923076923,99.29859719,100.310559,101.8156555,1023459.36,5.089432334,1.37549E11,1.44267E11,56648.3527,55198.18066,60191,63026,93.49045455,93.49045455,95.65874722,-0.2282474897938576,-0.15838799221559727
1839,2010M04 [2010M04],United Kingdom,101.5141166,100.8483071,3.698427614,100.7467753,101.5279865,100.8659747,77784.96784,7.9,39913769960,39078924352,55.50742606,55047,21745.52889,22075.02469,0.651984835,0.651984835,96.84916941,0.48911650647167876,0.3641710395335121
1840,2010M04 [2010M04],United States,100.4907173,99.96091738,2.206770753,100.0856626,100.6100966,105.5476965,129270.8465,9.9,2.45188E11,2.42178E11,155541.9511,153165,102397,102477.4,1.0,1.0,100.4449217,8.276216519783649,-3.8129422588190898
1841,2010M05 [2010M05],Brazil,102.0960423,101.9538215,5.169601971,101.6807263,102.319569,89.53772884,249846,9.298603028,43765640714,48982038651,14051.07661,14244,16292.37277,17692,1.815142857,1.815142857,96.54889082,0.2477666422715357,-0.059257051403845545
1842,2010M05 [2010M05],Canada,101.0752688,99.91364421,1.313485114,100.3568243,101.0425717,101.61322,55901.12621,8.0,18534478373,17880663866,51.80995181,39614,32442.2,33.84542915,1.041904762,1.041904762,99.01624757,-1.3305939030246356,-0.4739933079759481
1843,2010M05 [2010M05],China,100.404814,101.1951044,2.804879525,100.4046812,100.5946828,84.12692549,2457940.187,4.192472155,2.4605E11,2.42313E11,111854.2647,112225.345,132263.9853,131622,6.828047619,6.828047619,,,-1.156441809101652
1844,2010M05 [2010M05],France,101.3062099,100.5422071,1.677239007,100.3723404,101.421092,81.25217628,50131.05372,8.9,30023185348,29094104987,31.727,45251,48110.84818,47051.44785,5.235,0.798020076,96.00979936,-1.8301129664013278,0.8719260072179339
1845,2010M05 [2010M05],Germany,100.4537107,100.6472492,0.864864865,100.1074691,100.9750813,89.38131063,66520.49376,7.053069652,81015167803,85770247814,84304.9662,82766.08818,99711.63342,95719,1.560666667,0.798020076,96.12666756,-0.6045066790658292,0.1126553762729524
1846,2010M05 [2010M05],India,,101.284473,11.35591104,,100.4860267,97.76757747,273544,10.0,42831792511,41048241289,27546.42806,29747.1,784.6532385,791.71,45.87064286,45.87064286,,,0.03334842401472932
1847,2010M05 [2010M05],Italy,102.7412281,100.4849523,1.428651297,100.3236246,100.7592191,75.59427538,49839.42496,8.372564598,39179240638,46876120464,67.65456758,69.73684204,34183,35134,1545.131429,0.798020076,95.86925684,-1.0983421038407752,0.9763512050779972
1848,2010M05 [2010M05],Japan,99.79859013,99.79338843,-0.617283951,98.99799599,100.2070393,94.33583628,1018036.719,5.096138341,1.37008E11,1.3802E11,56863.853,54412.55092,61561,57721,91.88095238,91.88095238,94.48261508,-0.21222510927578886,-0.035029907465362844
1849,2010M05 [2010M05],United Kingdom,101.798725,100.9154578,3.382453959,100.8599231,101.7591201,88.18510782,75822.64895,7.9,39913769960,38060182842,45.87884617,54259,22115.767,22397.7284,0.682514985,0.682514985,96.95947598,0.6148175410980495,-0.2444420997566866
1850,2010M05 [2010M05],United States,100.5029852,99.90896049,2.003548929,100.1491164,100.6880893,100.2765312,126627.0912,9.6,2.48765E11,2.47087E11,155179.0106,156153.2,105517,105463.3,1.0,1.0,99.65693247,-16.349152103340487,-1.1096757122444383
1851,2010M06 [2010M06],Brazil,102.4635869,102.1282387,4.818771008,102.0956287,102.319569,90.86708797,253114,9.079407205,43552979680,48136711042,14842.448,14829,16128.73092,17089,1.809931818,1.809931818,96.99587642,0.29496906466437306,-0.03694709560578674
1852,2010M06 [2010M06],Canada,100.9856631,100.1727116,1.133391456,100.6244425,100.9556907,100.5566214,55262.57666,7.9,18653521942,18393633731,49.65076236,39527,32177.3,33.81041317,1.039772727,1.039772727,100.1967494,-1.1954854844049303,-0.35967395359080834
1853,2010M06 [2010M06],China,100.404814,101.1731884,2.759045265,100.4921798,99.98833955,80.44605374,2472965.436,4.200564403,2.45535E11,2.51583E11,116075.4415,117062.6192,134949.7478,137388,6.819,6.819,,,-1.8802577695684688
1854,2010M06 [2010M06],France,101.4025696,100.5422071,1.535323169,100.4787234,101.4104071,79.02418022,49654.88064,8.866666667,29896885891,33387836729,30.155,49765,53176.64461,55713.01929,5.372090909,0.819018617,94.60266588,-1.090188358118299,0.8737181059977042
1855,2010M06 [2010M06],Germany,100.5725397,100.6472492,0.538793103,100.2041913,100.9750813,88.73958467,66915.43453,6.813715932,80221765724,92909618498,86197.87898,86933.31084,101771.7966,104276,1.601818182,0.819018617,96.33075815,-0.48847102984255675,0.11230781106251643
1856,2010M06 [2010M06],India,,101.9509062,11.44807745,,101.7010936,98.82318952,275710,10.0,42818810529,41048241289,28639.59922,28648.6,932.4501775,962.4,46.58086364,46.58086364,,,0.0395692872081208
1857,2010M06 [2010M06],Italy,102.9605263,100.4730366,1.329539859,100.4314995,100.7592191,73.12631217,50304.93798,8.287935043,40135729142,47864720544,65.35408305,66.0757874,34832,36926,1585.713182,0.819018617,95.69713969,-0.9287480715705041,1.0156074961938395
1858,2010M06 [2010M06],Japan,99.49647533,99.79338843,-0.514933059,98.99799599,100.0,92.06762572,1026076.519,5.161019569,1.36196E11,1.55309E11,58454.39017,57228.04855,62063,64610,90.80681818,90.80681818,94.87465913,-0.23518921322568453,0.007500097504446624
1859,2010M06 [2010M06],United Kingdom,102.071949,101.1839463,3.331293209,101.2106811,101.9105524,87.54506814,77008.6076,7.8,39514632260,39730918919,49.10234853,54339,22315.76829,22487.24691,0.677708928,0.677708928,97.06978255,0.648113729101281,-0.2965092858430751
1860,2010M06 [2010M06],United States,100.5356997,99.86711911,1.121560594,100.2542684,100.5897908,97.02071453,127008.5609,9.4,2.49135E11,2.54795E11,162496.5799,168323.6,104494,107153.2,1.0,1.0,99.80729264,-1.1411087786946885,-0.2007938332622429
1861,2010M07 [2010M07],Brazil,102.7094995,102.4210452,4.626639882,102.5174463,102.3297656,93.99118677,257299,9.15393327,43297786440,50203067418,15271.00353,16331,16314.68666,17663,1.769090909,1.769090909,99.64291026,0.41640607501216204,0.038759135089424045
1862,2010M07 [2010M07],Canada,101.2544803,100.6908463,2.012248469,100.8920607,101.4769765,99.2373024,57189.83219,8.1,18659575005,17642499286,51.01613404,39422,31706.1,32.18534416,1.043318182,1.043318182,99.34542116,-18.336488427959413,-0.9838063577758427
1863,2010M07 [2010M07],China,100.6017505,101.5664305,3.16250879,100.6234278,100.3964552,79.0660077,2558234.236,4.112320053,2.48085E11,2.2604E11,111200.0931,116894.1833,134906.8845,145455,6.776727273,6.776727273,,,-0.9873226736353738
1864,2010M07 [2010M07],France,101.0920771,100.7229428,1.706924316,100.7021277,101.1219147,82.50132557,51962.35208,8.818518519,30101370727,30520226339,31.728,48403,55297.45338,58578.40871,5.124545455,0.781175198,98.14551443,-2.546477510395055,0.8079050241973827
1865,2010M07 [2010M07],Germany,100.9722372,100.4314995,0.539956803,100.2579258,101.0834236,92.74674019,67778.88507,6.739367084,80221765724,88802035365,86841.45464,87539.90168,101868.5347,104217,1.528045455,0.781175198,99.07000118,-0.6607349529593701,-0.008779183438990769
1866,2010M07 [2010M07],India,,103.1493086,10.05363399,,104.0097205,101.3743662,284183,10.0,44378240381,42296197954,28274.99086,29669.9,787.3178338,794.1,46.837,46.837,,,0.06552248742878303
1867,2010M07 [2010M07],Italy,101.6447368,100.7650743,1.675915217,100.9708738,101.0845987,78.72926149,51284.46846,8.406433087,40062153103,50954095794,67.25858086,71.50790267,36246,42712,1512.641364,0.781175198,97.03641424,-2.0746425968063438,1.0663091856348292
