Column,Time,Country,"Core CPI,not seas.adj,,,","CPI Price, seas. adj.,,,","CPI Price, % y-o-y, not seas. adj.,,","Core CPI,seas.adj,,,","CPI Price,not seas.adj,,,","Stock Markets, US$, Billions","Total Reserves,,,,","Unemployment rate,Percent,,,","Industrial Production, constant US$, seas. adj.,,","Industrial Production, constant US$,,,","Imports Merchandise, Customs, current US$, millions, seas. adj.","Imports Merchandise, Customs, current US$, millions, not seas. adj.","Exports Merchandise, Customs, current US$, millions, seas. adj.","Exports Merchandise, Customs, current US$, millions, not seas. adj.","Exchange rate, old LCU per USD extended forward, period average,,","Exchange rate, new LCU per USD extended backward, period average,,","Retail Sales Volume,Index,,,",Retail Sales Volume to CPI Correlaton,Stock Market Value to CPI Correlaton
678,1999M06 [1999M06],France,85.35331906,83.45736764,0.255427842,84.65957447,84.07949567,74.23425188,43107.92622,9.72962963,31583885789,35440959709,41.7111,25044,26812.70614,27747.10557,6.316545455,0.962622928,59.62420047,1.5298375021202981,0.4778480760295337
679,1999M06 [1999M06],Germany,88.48439019,85.32901834,0.253485425,88.11391725,85.37378115,65.72284161,66129.87864,7.48646784,68408890332,79902271909,39401.73594,39465.0895,45256.58289,46492,1.884272727,0.962622928,81.00540458,0.39822863133562636,0.7004126854286681
680,1999M06 [1999M06],Japan,106.143001,102.80089,-0.273926898,,103.3126294,121.2412171,246206.8679,4.794389548,1.35696E11,1.51262E11,25222.5932,24220.99529,33095,33854,120.7413636,120.7413636,73.74457656,0.6059138064926078,-0.6053959597743274
681,1999M06 [1999M06],United Kingdom,86.40710383,81.64547475,1.352006318,85.65286264,82.3268206,106.4247242,29541.35958,6.0,42428337467,43887384283,79.75948959,28253,13638.13695,13641,0.626546136,0.626546136,77.01935988,1.5420619044193606,-0.749636584100376
682,1999M06 [1999M06],United States,80.2413602,76.32605017,1.965601966,80.04242339,76.70049426,102.2230659,73410.86533,4.3,2.40587E11,2.45817E11,86474.373,87878.9,56420,57824.5,1.0,1.0,83.69225097,4.508142008637054,-1.2647799682109848
683,1999M07 [1999M07],Canada,84.40860215,80.13816926,1.754385965,83.85370205,80.88618593,43.02698046,25141.23729,7.6,18522372247,18563969380,24.86696096,19494,20670.8,20.57584981,1.487454545,1.487454545,45.86071477,13.023666775612423,4.306425701886522
684,1999M07 [1999M07],France,85.03211991,83.56368276,0.383141762,84.63829787,83.85511273,76.0200523,43849.9753,9.614814815,31659064037,31746567760,38.161,22355,27102.29413,26792.03042,6.327954545,0.965100427,59.70847798,1.640950554741385,0.4583136747006895
685,1999M07 [1999M07],Germany,89.05692989,85.54476807,0.379746835,88.23213326,85.8071506,67.59376728,67946.6814,7.477217079,68937825051,75599089578,38595.87732,38714.10576,45028.62856,46111,1.886545455,0.965100427,80.1384793,0.47723861274022444,0.6921087392635235
686,1999M07 [1999M07],Japan,105.6394763,102.8342732,-0.110475733,,102.8985507,128.6303017,260556.9885,4.843231975,1.36872E11,1.53993E11,25066.2032,24926.3899,34235,35362,119.4413636,119.4413636,78.55147256,0.43974789954674953,-0.8103385047881648
687,1999M07 [1999M07],United Kingdom,85.8492714,81.65666039,1.268212103,85.65286264,81.8383659,105.7271546,39395.97215,5.9,42587992547,42094399224,79.47396152,28498,14249.68082,13861.08642,0.634585203,0.634585203,76.66205471,1.4234741908886193,-0.6594638114225472
688,1999M07 [1999M07],United States,80.37767055,76.64790701,2.144607843,80.26904407,76.93124184,105.5483605,75364.67923,4.3,2.42109E11,2.35813E11,85992.84198,86775.4,57269,52997.4,1.0,1.0,83.93614025,-5.825454833352923,-2.8844460122777695
689,1999M08 [1999M08],Canada,84.58781362,80.4835924,2.081051479,84.03211418,81.05994787,42.13283042,25286.03201,7.4,18699928757,19833239938,23.71305167,18853,21400.6,20.73529881,1.492181818,1.492181818,46.05916645,-332.08156080741753,8.876923079743776
690,1999M08 [1999M08],France,85.29978587,83.66999787,0.510855683,84.69148936,83.99401645,76.27773952,44256.65385,9.503703704,31075680828,23660090872,37.5793,19821,26632.13601,20663.83701,6.185954545,0.943048476,58.01018295,1.8800510024734043,0.4816289111326472
691,1999M08 [1999M08],Germany,89.10014043,85.54476807,0.379746835,88.36109618,85.69880823,65.92686369,68005.46351,7.444487545,69554915557,70513510460,40743.4141,37886.70563,44736.61489,41099,1.844590909,0.943048476,81.23395798,0.41501598228665854,0.7385108882587323
692,1999M08 [1999M08],Japan,105.5387714,102.7235023,0.239268473,,103.2091097,133.4296543,261199.5012,4.731872723,1.37645E11,1.4082E11,26981.95949,26858.66062,35768,33003,113.1795455,113.1795455,78.60497398,0.521008197460751,-1.0664269789563616
693,1999M08 [1999M08],United Kingdom,86.02003643,81.69274033,1.203642109,85.67549219,82.08885549,104.8807299,34418.09009,5.9,43186699096,40790410091,77.14080711,27071,14503.45182,14104.2716,0.622938776,0.622938776,77.01752019,1.2778143147030556,-0.5840756219346762
694,1999M08 [1999M08],United States,80.46854411,76.8318252,2.264381885,80.35969234,77.1158399,104.433459,74572.98512,4.2,2.43129E11,2.47316E11,87761.34863,89748.3,58713,57438.9,1.0,1.0,84.54165847,-1.9613562431643607,-4.972005837442101
695,1999M09 [1999M09],Canada,84.94623656,80.74265976,2.634467618,84.38893845,81.32059079,42.35090346,25766.74247,7.5,18948104333,20557843471,23.16846116,19039,21222.9,21.123728,1.477045455,1.477045455,45.947078,-7.223518122800302,-12.00920567899237
696,1999M09 [1999M09],France,85.34261242,83.77631299,0.767263427,84.70212766,84.13292018,79.01580057,43914.59819,9.381481481,31917677212,34174662302,37.447,25030,27291.41222,27879.6805,6.244954545,0.952019518,59.26155824,2.1581940723155704,0.46295964165063236
697,1999M09 [1999M09],Germany,88.77606136,85.4368932,0.253164557,88.40408383,85.48212351,66.63722903,66877.71776,7.423141278,69202292410,82151662672,40255.69173,39295.41283,46215.21503,45090,1.863,0.952019518,78.36885988,0.5374719657715722,0.6763548276195648
698,1999M09 [1999M09],Japan,105.9415911,102.9049573,-0.182078109,,103.5196687,139.5242198,272259.7558,4.604562653,1.38723E11,1.59132E11,27559.7399,27043.35481,37976,39955,107.07,107.07,78.28845917,0.4369691799734186,-1.0251349658519897
699,1999M09 [1999M09],United Kingdom,86.50956284,81.78330124,1.172858167,85.70943652,82.41904632,104.5838201,38801.32367,5.8,43306440406,45395121719,74.52534785,28010,14656.97974,14371.64198,0.615736811,0.615736811,76.8990317,1.2465963381572087,-0.5558140072493047
700,1999M09 [1999M09],United States,80.74116482,77.15368204,2.629969419,80.58631302,77.48503602,102.3187238,75497.83879,4.2,2.42103E11,2.46034E11,88844.93848,90244.9,60053,59431.9,1.0,1.0,84.61913218,-0.6703866893754614,2.409997043172322
701,1999M10 [1999M10],Canada,84.85663082,80.82901554,2.183406114,84.29973238,81.40747176,42.51006064,26300.49753,7.2,18843184577,20516768378,20.72168939,17978,21486.7,22.13812866,1.477095238,1.477095238,46.68401206,-35.03149820257311,12.97684806168737
702,1999M10 [1999M10],France,85.25695931,83.77631299,0.767263427,84.70212766,84.18634469,80.77816229,43106.81203,9.233333333,32317625495,34632619374,31.977,25733,26671.5853,30430.73199,6.125333333,0.933957159,60.59064124,2.0602258783672407,0.4022552271891435
703,1999M10 [1999M10],Germany,88.71124554,85.65264293,0.379266751,88.4793122,85.37378115,68.06826433,65555.12019,7.341371414,69995694489,80782468294,38908.1237,41801.70323,44427.88524,47832,1.828190476,0.933957159,80.13816738,0.4771207146710624,0.6787387023778395
704,1999M10 [1999M10],Japan,106.143001,102.90705,-0.673354119,,103.7267081,142.5784357,272653.2948,4.655399945,1.39087E11,1.52451E11,26174.94435,27966.32156,37864,38999,105.9728571,105.9728571,86.59670995,0.06801036537747451,-0.9171455092697218
705,1999M10 [1999M10],United Kingdom,86.31602914,81.83468087,1.087786874,85.67549219,82.35414674,105.0800166,38820.7366,5.8,43266526636,45191373417,74.13491619,27064,14448.707,14825.17284,0.603413375,0.603413375,78.77112782,0.9554101972472346,-0.5410428276536637
706,1999M10 [1999M10],United States,81.01378552,77.29162069,2.562538133,80.72228542,77.62348457,99.28993663,75272.67808,4.1,2.45331E11,2.487E11,87381.73976,94460,60037,62972.6,1.0,1.0,84.82555885,-0.7218313031418995,2.3619803728144184
707,1999M11 [1999M11],Canada,84.67741935,80.91537133,2.292576419,84.29973238,81.32059079,45.88497029,28448.55333,6.9,19085307090,20859014018,21.22619899,18105,22109.4,22.68677474,1.467227273,1.467227273,46.88986458,-17.854599118410967,24.41456305618919
708,1999M11 [1999M11],France,85.1391863,83.98894323,1.023017903,84.72340426,84.2183994,84.86968746,42476.18173,9.1,32338675404,34097823867,35.7282,25409,26392.1964,27253.61297,6.351409091,0.967981751,57.93703651,2.807517719172478,0.309865392346157
709,1999M11 [1999M11],Germany,88.8192719,85.86839266,0.632111252,88.66200967,85.59046587,71.42475155,63950.58618,7.265394241,70083850276,84694452231,40486.0272,42617.53899,47621.54887,50668,1.894409091,0.967981751,80.30494816,0.5499538745476995,0.6690461841784823
710,1999M11 [1999M11],Japan,106.0422961,102.8124438,-1.19154787,,103.1055901,150.5735096,271861.1971,4.589733996,1.41324E11,1.56835E11,30195.96002,30828.76267,38719,37166,104.6495455,104.6495455,83.80108679,0.13946295826407498,-0.9099997971696492
711,1999M11 [1999M11],United Kingdom,86.44125683,82.01660277,1.162521387,85.75469563,82.47369859,109.5781855,41536.5023,5.8,43466095486,47391855080,66.04451646,27610,14541.71074,15019.4321,0.617038358,0.617038358,79.25364622,0.9831188286801817,-0.7781556615232017
712,1999M11 [1999M11],United States,81.0592223,77.42955933,2.620353443,80.85825783,77.66963408,103.2332745,74168.66428,4.1,2.4649E11,2.47042E11,92422.8134,93580.1,60206,60947.9,1.0,1.0,85.85565339,-0.4670040902542095,2.7483208468981455
713,1999M12 [1999M12],Canada,84.58781362,81.17443869,2.620087336,84.38893845,81.40747176,48.95366059,28203.2847,6.8,19381907169,18767036330,20.31725443,17655,22311.7,23.16665754,1.471478261,1.471478261,47.49814949,-7.142025430464482,-11.10745330164731
714,1999M12 [1999M12],France,85.27837259,84.20157346,1.149425287,84.78723404,84.59237098,90.91305359,44234.37009,8.966666667,32059012320,35173561956,33.7022,25974,25344.6596,25951.21034,6.482782609,0.988316139,58.46775746,3.1381583449661745,0.0694067037710614
715,1999M12 [1999M12],Germany,89.02452198,85.97626753,0.758533502,88.19989253,85.91549296,76.85436366,66444.47181,7.204472747,70172006062,78728676728,40441.72187,40071.18618,46684.90099,45177,1.934695652,0.988316139,80.47172895,0.5908058398499594,0.5345517538804566
716,1999M12 [1999M12],Japan,105.9415911,102.5668394,-1.121584764,,102.7950311,153.1456013,288042.479,4.681089761,1.41471E11,1.56507E11,30037.82184,30714.9077,39456,41696,102.6373913,102.6373913,84.01980974,0.13594418139100578,-0.9691535483145175
717,1999M12 [1999M12],United Kingdom,86.56648452,82.08831716,1.107812595,85.77732519,82.67864462,113.5522224,41098.17894,5.9,43106871556,44335630548,64.16168832,26528,14675.85206,15116.39506,0.619559757,0.619559757,79.85679421,0.8669347875550397,-0.9181712067251143
718,1999M12 [1999M12],United States,80.96834874,77.61347753,2.676399027,80.99423024,77.66963408,107.4024106,73199.02057,4.0,2.48395E11,2.4724E11,94080.15917,91296.5,62509,63807.2,1.0,1.0,87.15486715,-0.21879788798179567,3.0391006832966014
719,2000M01 [2000M01],Canada,84.40860215,81.17443869,2.396514161,84.38893845,81.23370982,52.23278023,28580.61334,6.8,19456561610,19492854871,20.94999506,17444,23342.6,23.5255814,1.448809524,1.448809524,48.55942721,-11.703482195415958,679.1986112307831
720,2000M01 [2000M01],China,,82.34563668,-0.325907993,,82.59095149,,159640.0295,2.986097891,61038398961,60533479375,19164.58595,15258.56268,20154.25593,16780,8.279285714,8.279285714,,,
721,2000M01 [2000M01],France,85.10706638,84.52051882,1.662404092,84.92553191,84.59237098,92.86639563,44930.73747,8.833333333,32296575585,32588717006,34.9357,24438,25080.37012,24258.60777,6.47347619,0.986783752,56.02115538,7.677136783523276,-0.031266276164020404
722,2000M01 [2000M01],Germany,88.9705088,86.08414239,1.656050955,88.66200967,86.13217768,83.74247667,64901.98558,7.090723658,69643071343,71100308051,40146.38267,39445.31911,45348.33198,42595,1.930904762,0.986783752,76.44620099,2.8112814174179714,0.6588100225374672
723,2000M01 [2000M01],Japan,105.3373615,102.588061,-0.73233166,105.7482656,102.6915114,153.3587276,293153.4671,4.677083502,1.39824E11,1.41134E11,28413.49962,28415.87844,39344,33359,105.3,105.3,82.38413344,0.2108563252559628,-1.0934221025140283
724,2000M01 [2000M01],United Kingdom,85.54189435,81.98330724,0.817050593,85.50577054,81.90554265,112.6720573,43943.7047,5.8,43106871556,42053649564,69.70249829,26497,14949.29024,14920.20988,0.609705549,0.609705549,80.27469991,0.6335263323867328,-0.7182306957224994
725,2000M01 [2000M01],United States,81.24096944,77.84337527,2.792956891,81.26617505,77.90038166,107.7357419,71240.3645,4.0,2.48439E11,2.46613E11,93337.14622,87187.8,62543,57679.1,1.0,1.0,86.41351509,-0.2817932455540618,2.185689628243837
726,2000M02 [2000M02],Canada,84.76702509,81.43350604,2.723311547,84.56735058,81.75499566,56.68221595,29502.94075,6.9,19381907169,20628716715,19.72619142,17481,22903.3,23.90708436,1.450190476,1.450190476,48.23443278,-5.907761429387766,-6.2192690713591405
727,2000M02 [2000M02],China,,83.05792408,0.653452405,,83.66371269,,160086.3816,3.004111354,61496350351,60533479375,17817.88043,13428.05536,19489.03369,14779,8.278190476,8.278190476,,,
728,2000M02 [2000M02],France,85.10706638,84.52051882,1.403061224,84.68085106,84.69922,96.78622297,45343.0525,8.7,32395810873,33145027275,33.662,25508,25508.89494,24974.07441,6.664761905,1.01601363,56.60996632,4.601510102794128,-0.24427085023799247
729,2000M02 [2000M02],Germany,88.9705088,86.19201726,1.78343949,88.44707147,86.13217768,88.50314353,64788.04342,7.01438316,71141719714,78239678735,40298.70575,38701.25246,46784.72704,45672,1.989285714,1.01601363,77.23921137,3.79974175394968,0.3606503433484579
730,2000M02 [2000M02],Japan,105.1359517,102.7094417,-0.613186421,105.7482656,102.3809524,153.5484482,294467.2768,4.822818797,1.39144E11,1.54782E11,29424.74737,27009.92189,37366,37817,109.4980952,109.4980952,83.53887322,0.17891751859772298,-1.1402005178897492
731,2000M02 [2000M02],United Kingdom,86.00865209,82.06510001,0.959650994,85.84521385,82.15944801,105.5350226,39309.51783,5.8,43426181716,44620878171,68.97730597,27134,15096.51727,14969.46914,0.624408266,0.624408266,78.84759413,0.8384189881504098,-0.5106718159583968
732,2000M02 [2000M02],United States,81.55902693,78.1652321,3.21797207,81.31149919,78.36187681,100.675128,70526.55246,4.1,2.49177E11,2.48688E11,99593.44371,91687.7,62409,61179.1,1.0,1.0,87.29630764,-0.10387874790749325,0.5649171044598466
733,2000M03 [2000M03],Canada,85.12544803,81.86528497,3.043478261,84.74576271,82.36316247,58.72427126,30765.27493,6.9,19605870493,20976803409,22.75571969,18242,23686,24.25897077,1.46026087,1.46026087,48.87878589,-3.903774016769508,-2.9471659563682677
734,2000M03 [2000M03],China,,82.2872997,-0.163342598,,82.49766791,,160367.3831,3.023192201,61607430323,62740553416,17507.46743,17804.73715,20211.53692,20135,8.278695652,8.278695652,,,
735,2000M03 [2000M03],France,85.51391863,84.62683394,1.530612245,84.85106383,85.09456138,98.75182919,43048.42927,8.566666667,32612324229,36910110584,30.115,28320,25135.90817,27438.47318,6.800347826,1.036500822,56.44173462,5.722105091564798,-0.40727809536743403
736,2000M03 [2000M03],Germany,88.79766663,86.40776699,1.649746193,88.41483074,86.13217768,90.05836351,66978.4354,7.038268282,71053563927,86552644601,43407.60659,44412.89291,48080.2419,50303,2.027695652,1.036500822,76.52550203,2.7508271874870913,0.17977674450336872
737,2000M03 [2000M03],Japan,105.4380665,102.6364168,-0.495209092,105.7482656,102.5879917,159.3352488,305512.0727,4.849039132,1.41533E11,1.75444E11,31953.47359,33801.72443,38291,44211,106.3491304,106.3491304,81.16673255,0.27590794029889315,-1.2990692548490315
738,2000M03 [2000M03],United Kingdom,86.09972678,82.09097805,0.644931016,85.75469563,82.36325545,110.6266096,38203.11285,5.7,43306440406,49184840139,70.75844818,27704,15222.0219,15068.32099,0.632263725,0.632263725,78.96651961,0.645086210483916,-0.5822436286665233
739,2000M03 [2000M03],United States,82.01339476,78.62502759,3.762135922,81.583444,79.00797002,100.1160815,72076.37976,4.0,2.5008E11,2.53132E11,99905.44346,103244.5,63135,68947.4,1.0,1.0,87.66150444,-0.04980708181968653,0.3161854845059939
740,2000M04 [2000M04],Canada,85.12544803,81.51986183,2.054054054,84.74576271,82.10251955,55.74937945,30111.74858,6.7,19549375240,20207348611,23.16020186,17935,22984.8,24.81853087,1.4685,1.4685,47.81212679,265.35743140387456,5.969471625757894
741,2000M04 [2000M04],China,,81.84737511,-0.180821521,,82.0079291,,160089.6098,3.01777948,62219013634,60616990285,17643.63738,18353.987,20216.7893,20511,8.2794,8.2794,,,
742,2000M04 [2000M04],France,85.46038544,84.4142037,1.146496815,84.71276596,85.09456138,93.43748874,45156.42934,8.418518519,32795759156,32275216192,29.788,23297,22480.48933,22219.61397,6.94185,1.058254209,54.2039058,3.5717215250719554,-0.04401966036979998
743,2000M04 [2000M04],Germany,88.91649562,86.29989213,1.01010101,88.50080602,86.13217768,83.14040384,62824.59511,6.997440284,72111433365,74621093594,37665.89515,37765.02816,42716.65884,42768,2.07035,1.058254209,73.08756088,1.4003403598028834,0.376958537754787
744,2000M04 [2000M04],Japan,105.6394763,102.4553205,-0.766513004,105.5500496,102.7950311,157.8146241,333036.592,4.819272162,1.44187E11,1.52482E11,30726.40974,30632.26478,39913,41445,105.6725,105.6725,82.81550882,0.19371810758174313,-1.160754620383383
745,2000M04 [2000M04],United Kingdom,86.53233151,82.09384028,0.568626893,85.83389907,82.63082388,105.9210916,39154.22599,5.6,43186699096,40831159751,67.40870945,27881,15305.31892,15370.49383,0.632351522,0.632351522,76.88979767,0.7450827371999453,-0.4134825270349337
746,2000M04 [2000M04],United States,82.1951419,78.57904804,3.013863773,81.71941641,79.05411954,104.5178554,67637.99471,3.8,2.51881E11,2.49548E11,96078.85889,95141.1,63814,63302.6,1.0,1.0,86.61280601,-0.19569593142011946,1.1046341662866896
747,2000M05 [2000M05],Canada,85.39426523,81.77892919,2.267818575,84.92417484,82.45004344,55.67357864,29180.86545,6.6,19847993006,20628716715,24.46753263,18486,23839.6,24.93321651,1.494521739,1.494521739,47.86193301,-19.60693720633793,15.666992464560964
748,2000M05 [2000M05],China,,82.00134409,0.189874795,,81.52985075,,161287.6976,3.022500144,62909815101,61010684573,17800.76216,16963.88618,20768.81847,20112,8.278173913,8.278173913,,,
749,2000M05 [2000M05],France,85.51391863,84.52051882,1.27388535,84.81914894,85.26551982,91.38621128,47571.22653,8.296296296,33207735958,33842720264,25.777,26278,24901.01969,23855.57735,7.223347826,1.100958472,54.36309495,4.124908046478125,0.05344764493472391
750,2000M05 [2000M05],Germany,88.48439019,86.29989213,1.137800253,88.09242343,86.13217768,77.90610921,63884.4772,6.921811799,73698237522,85574648617,43156.97722,43315.89355,47933.77131,47281,2.154652174,1.100958472,73.31267657,1.5692225101470998,0.6483304239090786
751,2000M05 [2000M05],Japan,105.9415911,102.2283066,-0.65335705,105.6491576,102.8985507,134.5660504,335660.255,4.61401739,1.43246E11,1.47345E11,30772.62552,30282.37982,40708,35556,108.196087,108.196087,82.59208064,0.20964501197970023,-0.7755795880229587
752,2000M05 [2000M05],United Kingdom,86.73724954,82.0859299,0.558502805,85.90178773,82.85626452,99.97052109,40263.57404,5.5,43306440406,43765135302,63.96219605,29256,15352.99626,15453.23457,0.662875927,0.662875927,75.75572986,0.8121266559858754,-0.22948012843725166
